"";"ID";"MES_MED";"OLA";"SEXO";"EDAD";"RANGOEDAD";"REGION";"ZONA";"DISTRITO_ELECTORAL";"GSE_COD2";"P1";"P1B";"P2";"P3";"P4";"P5";"P6";"P7";"P8";"P9";"P10_1";"P10_2";"P10_3";"P13_1";"P14";"P15";"P20";"P29XPARTIDARIO";"P32XMARZO";"P41";"P69";"P71";"P162";"P264";"P265X2";"P286";"P287";"P288";"P289";"P290";"P291";"P292";"P293";"P257";"P258X1";"P258X2";"P258X3";"P258X4";"P258X5";"P258X6";"P258X7";"PONDERADOR2"
"779";1080;"202111";"2";"Hombre";"52";"Más de 50 años";"Antofagasta";"NORTE";"Distrito electoral 3";"GSE-C3";"La dirección incorrecta";"Estancado";"Regular";"Igual que hace un año";"Peor que hoy";"Muy mala";"Peor que hace un año";"Mucho peor que hoy";"Desapruebo";"Desapruebo";"P10-Corrupción";"P10-Vivienda";"P10-Inflación - alza de precios";"Sin Posición Política";"Ninguna";"Nada Feliz";"Sí";"Opositor del gobierno";"Muy preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mucha confianza";"Bueno";"P286-Nulo/Blanco";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Yasna Provoste";"P292-No sabe";"P293-Muy decidido";"1";"$380 mil a $661 mil";NA;NA;NA;NA;NA;NA;0,670568987
"780";1081;"202111";"2";"Hombre";"30";"18 a 30 años";"Antofagasta";"NORTE";"Distrito electoral 3";"GSE-D";"La dirección incorrecta";"Estancado";"Regular";"Igual que hace un año";"Mejor que hoy";"Regular";"Peor que hace un año";"Igual que hoy";"No sé";"Desapruebo";"P10-Pensiones - Jubilaciones";"P10-Desempleo";"P10-Derechos Humanos";"No sé";"Ninguna";"Medianamente feliz";"Sí";"Opositor del gobierno";"Mediamente preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Bueno";"P286-No votará";NA;"P288-No estoy seguro si iré a votar o no";"P289-Estoy poco interesado";"P290-Si";"P291-Marco Enríquez Ominami";"P292-No sabe";"P293-Poco decidido";"3";NA;NA;"$269 mil a $469 mil";NA;NA;NA;NA;3,005806421
"781";1082;"202111";"2";"Mujer";"48";"41 a 50 años";"Atacama";"NORTE";"Distrito electoral 4";"GSE-C3";"No estoy seguro/a";"Estancado";"Regular";"No sé";"No sé";"Regular";"Igual que hace un año";"No sé";"No sé";"No sé";"P10-Corrupción";"P10-Inmigración";"P10-Inflación - alza de precios";"Sin Posición Política";"Ninguna";"Feliz";"Sí";"Partidario del gobierno";"Nada preocupado";"Bajo riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Malo";"P286-José Antonio Kast";NA;"P288-No estoy seguro si iré a votar o no";"P289-Estoy nada interesado";"P290-No";NA;"P292-José Antonio Kast";"P293-Nada decidido";"5";NA;NA;NA;NA;"$672 mil a $1,1 millones";NA;NA;0,316038968
"782";1083;"202111";"2";"Hombre";"54";"Más de 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 8";"GSE-C2";"La dirección incorrecta";"Estancado";"Mala";"Igual que hace un año";"Igual que hoy";"Mala";"Igual que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Seguridad Pública";"P10-Pensiones - Jubilaciones";"P10-Desempleo";"Sin Posición Política";"Independiente";"Medianamente feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Poco preocupado";"Mediano riesgo";"Cesante, no tengo trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-Gabriel Boric";NA;"P288-No estoy seguro si iré a votar o no";"P289-Estoy medianamente interesado";"P290-Si";"P291-Franco Parisi";"P292-No sabe";"P293-Medianamente decidido";"4";NA;NA;NA;"$1,1 millones a $1,7 millones";NA;NA;NA;0,30840573
"783";1084;"202111";"2";"Mujer";"60";"Más de 50 años";"Biobío";"SUR";"Distrito electoral 20";"GSE-D";"La dirección incorrecta";"Estancado";"Mala";"Peor que hace un año";"Mejor que hoy";"Regular";"Igual que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Educación";"P10-Corrupción";"P10-Delincuencia";"Sin Posición Política";"Independiente";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Preocupado";"Mediano riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-Si";"P291-Gabriel Boric";"P292-No sabe";"P293-Muy decidido";"3";NA;NA;"$269 mil a $469 mil";NA;NA;NA;NA;2,261350254
"784";1085;"202111";"2";"Mujer";"23";"18 a 30 años";"Coquimbo";"NORTE";"Distrito electoral 5";"GSE-D";"La dirección incorrecta";"Estancado";"Regular";"Igual que hace un año";"No sé";"Regular";"Mejor que hace un año";"Mucho mejor que hoy";"Desapruebo";"Desapruebo";"P10-Pensiones - Jubilaciones";"P10-Estabilidad Política";"P10-Gestión del Gobierno";"Sin Posición Política";"Ninguna";"Medianamente feliz";"Sí";"No sé";"Poco preocupado";"Bajo riesgo";"Sólo estudiando";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-No";NA;"P292-José Antonio Kast";"P293-Muy decidido";"6";NA;NA;NA;NA;NA;"$437 mil a $762 mil";NA;1,045034945
"785";1086;"202111";"2";"Hombre";"48";"41 a 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 10";"GSE-C3";"La dirección correcta";"Progresando";"Buena";"Mejor que hace un año";"Mejor que hoy";"Regular";"Mejor que hace un año";"Mejor que hoy";"Apruebo";"Apruebo";"P10-Narcotráfico";"P10-Delincuencia";"P10-Justicia/Sistema Judicial";"Centro Derecha";"Chile Vamos (UDI – RN – EVOPOLI – PRI)";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-José Antonio Kast";"P292-José Antonio Kast";"P293-Muy decidido";"2";NA;"$354 mil a $616 mil";NA;NA;NA;NA;NA;0,431036506
"786";1087;"202111";"2";"Hombre";"25";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 9";"GSE-C2";"La dirección incorrecta";"Estancado";"Regular";"Mucho mejor que hace un año";"Igual que hoy";"Regular";"Igual que hace un año";"Peor que hoy";"Apruebo";"Apruebo";"P10-Seguridad Pública";"P10-Estabilidad Política";"P10-Vivienda";"Derecha";"Chile Vamos (UDI – RN – EVOPOLI – PRI)";"Medianamente feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Poco preocupado";"Mediano riesgo";"Cesante, no tengo trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Sebastián Sichel";"P292-José Antonio Kast";"P293-Muy decidido";"4";NA;NA;NA;"$1,1 millones a $1,7 millones";NA;NA;NA;0,738613513
"787";1088;"202111";"2";"Hombre";"41";"41 a 50 años";"Biobío";"SUR";"Distrito electoral 21";"GSE-D";"La dirección incorrecta";"Estancado";"Buena";"Igual que hace un año";"Peor que hoy";"Buena";"Igual que hace un año";"Peor que hoy";"Desapruebo";"Desapruebo";"P10-Estabilidad Política";"P10-Delincuencia";"P10-Sueldos";"Sin Posición Política";"Partido de la gente";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Mediamente preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-No sabe";"P287-No votará";"P288-No estoy seguro si iré a votar o no";"P289-Estoy poco interesado";"P290-Si";"P291-Franco Parisi";"P292-No sabe";"P293-Poco decidido";"6";NA;NA;NA;NA;NA;"$437 mil a $762 mil";NA;4,052300064
"788";1089;"202111";"2";"Hombre";"68";"Más de 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 8";"GSE-C2";"La dirección incorrecta";"Estancado";"Mala";"Igual que hace un año";"Peor que hoy";"Muy buena";"Mucho mejor que hace un año";"Mejor que hoy";"Apruebo";"Apruebo";"P10-Narcotráfico";"P10-Delincuencia";"P10-Terrorismo";"Derecha";"Ninguna";"Muy feliz";"Sí";"Partidario del gobierno";"Muy preocupado";"Alto riesgo";"Jubilado(a), ya no trabajo";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-No";NA;"P292-José Antonio Kast";"P293-Muy decidido";"4";NA;NA;NA;"$1,8 millones a $3,0 millones";NA;NA;NA;0,30840573
"789";1091;"202111";"2";"Hombre";"33";"31 a 40 años";"La Araucanía";"SUR";"Distrito electoral 23";"GSE-C1";"La dirección incorrecta";"En retroceso";"Muy mala";"Mucho peor que hace un año";"Mucho peor que hoy";"Muy mala";"Mucho peor que hace un año";"Mucho peor que hoy";"Desapruebo";"Desapruebo";"P10-Pensiones - Jubilaciones";"P10-Inmigración";"P10-Sueldos";"Izquierda";"Partido de la gente";"Nada Feliz";"Sí";"Opositor del gobierno";"Muy preocupado";"Alto riesgo";"Cesante, no tengo trabajo";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mucha confianza";"Muy bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Franco Parisi";"P292-Gabriel Boric";"P293-Muy decidido";"5";NA;NA;NA;NA;"$2,1 millones a $3,5 millones";NA;NA;0,360710057
"790";1092;"202111";"2";"Mujer";"36";"31 a 40 años";"Valparaíso";"CENTRO";"Distrito electoral 6";"GSE-E";"No estoy seguro/a";"Estancado";"Mala";"Igual que hace un año";"Igual que hoy";"Mala";"Igual que hace un año";"Mejor que hoy";"No sé";"No sé";"P10-Narcotráfico";"P10-Inmigración";"P10-Inflación - alza de precios";"Sin Posición Política";"Ninguna";"Feliz";"No";"Ni partidario, ni opositor. Independiente";"Preocupado";"Mediano riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Regular";"P286-Nulo/Blanco";NA;"P288-No estoy seguro si iré a votar o no";"P289-Estoy medianamente interesado";"P290-No";NA;"P292-Gabriel Boric";"P293-Nada decidido";"5";NA;NA;NA;NA;"$0 a $384 mil";NA;NA;1,42562797
"791";1093;"202111";"2";"Hombre";"59";"Más de 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 10";"GSE-C1";"No estoy seguro/a";"Estancado";"Regular";"Mejor que hace un año";"Mejor que hoy";"Regular";"Peor que hace un año";"Mejor que hoy";"Apruebo";"Apruebo";"P10-Seguridad Pública";"P10-Narcotráfico";"P10-Inmigración";"Izquierda";"Frente Amplio";"Muy feliz";"Sí";"Opositor del gobierno";"Mediamente preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mucha confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"2";NA;"$1,9 millones a $3,2 millones";NA;NA;NA;NA;NA;0,607740704
"792";1094;"202111";"2";"Mujer";"46";"41 a 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 12";"GSE-D";"La dirección incorrecta";"Estancado";"Regular";"Peor que hace un año";"Igual que hoy";"Regular";"Mucho peor que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Desempleo";"P10-Delincuencia";"P10-Inmigración";"Izquierda";"Ninguna";"Medianamente feliz";"Sí";"Opositor del gobierno";"Mediamente preocupado";"Bajo riesgo";"Cesante, no tengo trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-No estoy seguro si iré a votar o no";"P289-Estoy medianamente interesado";"P290-Si";"P291-Yasna Provoste";"P292-Gabriel Boric";"P293-Decidido";"6";NA;NA;NA;NA;NA;"$437 mil a $762 mil";NA;0,681465698
"793";1095;"202111";"2";"Hombre";"59";"Más de 50 años";"Los Lagos";"SUR";"Distrito electoral 26";"GSE-C1";"La dirección incorrecta";"Estancado";"Regular";"Igual que hace un año";"Igual que hoy";"Regular";"Igual que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Gestión del Gobierno";"P10-Justicia/Sistema Judicial";"Centro izquierda";"DC (Democracia Cristiana)";"Medianamente feliz";"Sí";"Opositor del gobierno";"Preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Yasna Provoste";"P292-Gabriel Boric";"P293-Muy decidido";"3";NA;NA;"$2,5 millones a $4,3 millones";NA;NA;NA;NA;0,487819652
"794";1096;"202111";"2";"Mujer";"36";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 10";"GSE-C3";"No estoy seguro/a";"No sé";"No sé";"No sé";"No sé";"No sé";"No sé";"No sé";"No sé";"No sé";"P10-Salud";"P10-Delincuencia";"P10-Vivienda";"No sé";"No sé";"Feliz";"No";"No sé";"Mediamente preocupado";"Mediano riesgo";"Trabajando remotamente, haciendo teletrabajo desde mi casa";"Mantenido igual";"No sé";"Mediana confianza";"Regular";"P286-No votará";NA;"P288-No estoy seguro si iré a votar o no";"P289-Estoy poco interesado";"P290-No";NA;"P292-No sabe";"P293-Poco decidido";"2";NA;"$354 mil a $616 mil";NA;NA;NA;NA;NA;0,439419797
"795";1097;"202111";"2";"Hombre";"30";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 13";"GSE-D";"La dirección correcta";"No sé";"Mala";"Igual que hace un año";"Mejor que hoy";"Muy mala";"Igual que hace un año";"Mucho mejor que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Pensiones - Jubilaciones";"P10-Inflación - alza de precios";"Sin Posición Política";"Independiente";"Nada Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Poco preocupado";"Mediano riesgo";"Cesante, no tengo trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy nada interesado";"P290-Si";"P291-Franco Parisi";"P292-José Antonio Kast";"P293-Decidido";"2";NA;"$202 mil a $353 mil";NA;NA;NA;NA;NA;2,548216619
"796";1098;"202111";"2";"Hombre";"35";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 14";"GSE-C3";"No estoy seguro/a";"No sé";"Regular";"No sé";"No sé";"Regular";"Mejor que hace un año";"No sé";"Apruebo";"No sé";"P10-Inmigración";"P10-Relacionamiento con pueblos originarios";"P10-Sueldos";"Centro Derecha";"Independiente";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Mediano riesgo";"Trabajando remotamente, haciendo teletrabajo desde mi casa";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Mediana confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-No";NA;"P292-Gabriel Boric";"P293-Muy decidido";"5";NA;NA;NA;NA;"$672 mil a $1,1 millones";NA;NA;0,55092709
"797";1100;"202111";"2";"Hombre";"25";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 11";"GSE-C2";"No estoy seguro/a";"No sé";"Regular";"Peor que hace un año";"No sé";"Buena";"No sé";"Igual que hoy";"No sé";"No sé";"P10-Seguridad Pública";"P10-Estabilidad Política";"P10-Inflación - alza de precios";"Centro Derecha";"Chile Vamos (UDI – RN – EVOPOLI – PRI)";"Feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Mediamente preocupado";"Mediano riesgo";"Sólo estudiando";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-No";NA;"P292-José Antonio Kast";"P293-Muy decidido";"1";"$662 mil a $1,1 millones";NA;NA;NA;NA;NA;NA;0,738613513
"798";1101;"202111";"2";"Hombre";"31";"31 a 40 años";"Atacama";"NORTE";"Distrito electoral 4";"GSE-C3";"La dirección incorrecta";"En retroceso";"Regular";"Igual que hace un año";"Mucho peor que hoy";"Regular";"Peor que hace un año";"Mucho peor que hoy";"Apruebo";"Desapruebo";"P10-Narcotráfico";"P10-Delincuencia";"P10-Inflación - alza de precios";"Derecha";"Partido Republicano (Jose Antonio Kast)";"Feliz";"No";"Ni partidario, ni opositor. Independiente";"Poco preocupado";"Bajo riesgo";"Sólo estudiando";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-José Antonio Kast";"P292-José Antonio Kast";"P293-Muy decidido";"5";NA;NA;NA;NA;"$672 mil a $1,1 millones";NA;NA;0,340890678
"799";1102;"202111";"2";"Hombre";"36";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 8";"GSE-C2";"La dirección incorrecta";"En retroceso";"Muy mala";"Mucho peor que hace un año";"Mucho peor que hoy";"Muy mala";"Mucho peor que hace un año";"Mucho peor que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Educación";"P10-Corrupción";"Sin Posición Política";"Ninguna";"Poco feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-No votará";NA;"P288-Estoy muy seguro de que NO Iré a votar";"P289-Estoy nada interesado";"P290-Si";"P291-José Antonio Kast";"P292-No sabe";"P293-Muy decidido";"4";NA;NA;NA;"$1,8 millones a $3,0 millones";NA;NA;NA;0,220370836
"800";1103;"202111";"2";"Mujer";"45";"41 a 50 años";"Ñuble";"SUR";"Distrito electoral 19";"GSE-C2";"No estoy seguro/a";"No sé";"Buena";"Igual que hace un año";"Igual que hoy";"Buena";"Igual que hace un año";"Igual que hoy";"No sé";"No sé";"P10-Delincuencia";"P10-Vivienda";"P10-Justicia/Sistema Judicial";"Sin Posición Política";"Ninguna";"Feliz";"No";"Ni partidario, ni opositor. Independiente";"Poco preocupado";"Bajo riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Malo";"P286-No votará";NA;"P288-Estoy muy seguro de que NO Iré a votar";"P289-Estoy nada interesado";"P290-No";NA;"P292-No sabe";"P293-Muy decidido";"4";NA;NA;NA;"$1,8 millones a $3,0 millones";NA;NA;NA;0,362281257
"801";1104;"202111";"2";"Hombre";"27";"18 a 30 años";"Metropolitana de Santiago";"RM";"Distrito electoral 11";"GSE-D";"La dirección correcta";"Estancado";"Regular";"Mejor que hace un año";"Mejor que hoy";"Buena";"Mejor que hace un año";"Igual que hoy";"Apruebo";"Desapruebo";"P10-Seguridad Pública";"P10-Pensiones - Jubilaciones";"P10-Relacionamiento con pueblos originarios";"Centro Derecha";"Ex Nueva Mayoría (PS – PPD -PRSD )";"Feliz";"Sí";"Partidario del gobierno";"Mediamente preocupado";"Mediano riesgo";"Trabajando remotamente, haciendo teletrabajo desde mi casa";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Regular";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-Si";"P291-Sebastián Sichel";"P292-José Antonio Kast";"P293-Decidido";"5";NA;NA;NA;NA;"$385 mil a $671 mil";NA;NA;2,548216619
"802";1105;"202111";"2";"Mujer";"42";"41 a 50 años";"Valparaíso";"CENTRO";"Distrito electoral 7";"GSE-C2";"La dirección incorrecta";"En retroceso";"Mala";"Mejor que hace un año";"No sé";"Regular";"Mejor que hace un año";"Mejor que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Narcotráfico";"P10-Pobreza";"Izquierda";"Frente Amplio";"Medianamente feliz";"Sí";"Opositor del gobierno";"Muy preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Confianza";"Bueno";"P286-Gabriel Boric";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-Gabriel Boric";"P293-Muy decidido";"4";NA;NA;NA;"$1,8 millones a $3,0 millones";NA;NA;NA;0,646013092
"803";1106;"202111";"2";"Hombre";"38";"31 a 40 años";"Metropolitana de Santiago";"RM";"Distrito electoral 10";"GSE-C2";"La dirección incorrecta";"En retroceso";"Mala";"Igual que hace un año";"Peor que hoy";"Regular";"Igual que hace un año";"Igual que hoy";"Apruebo";"Apruebo";"P10-Estabilidad Política";"P10-Inmigración";"P10-Sueldos";"Centro Derecha";"Independiente";"Poco feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Preocupado";"Mediano riesgo";"Trabajando remotamente, haciendo teletrabajo desde mi casa";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Sebastián Sichel";"P292-José Antonio Kast";"P293-Muy decidido";"2";NA;"$1,1 millones a $1,8 millones";NA;NA;NA;NA;NA;0,220370836
"804";1107;"202111";"2";"Hombre";"45";"41 a 50 años";"Valparaíso";"CENTRO";"Distrito electoral 7";"GSE-C2";"La dirección correcta";"Progresando";"Buena";"Igual que hace un año";"Igual que hoy";"Regular";"Igual que hace un año";"Igual que hoy";"Apruebo";"Apruebo";"P10-Salud";"P10-Educación";"P10-Sueldos";"Derecha";"Chile Vamos (UDI – RN – EVOPOLI – PRI)";"Medianamente feliz";"Sí";"Partidario del gobierno";"Preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-Estoy seguro de que SÍ iré a votar";"P289-Estoy interesado";"P290-No";NA;"P292-José Antonio Kast";"P293-Decidido";"4";NA;NA;NA;"$1,1 millones a $1,7 millones";NA;NA;NA;0,4645276
"805";1108;"202111";"2";"Mujer";"61";"Más de 50 años";"Maule";"CENTRO";"Distrito electoral 18";"GSE-C3";"La dirección incorrecta";"Estancado";"Regular";"Peor que hace un año";"Igual que hoy";"Regular";"Peor que hace un año";"Peor que hoy";"No sé";"No sé";"P10-Narcotráfico";"P10-Corrupción";"P10-Delincuencia";"Sin Posición Política";"Ninguna";"Feliz";"Sí";"Partidario del gobierno";"Muy preocupado";"Alto riesgo";"Sólo labores en el hogar – Jefa/Jefe de hogar – Dueña";"Empeorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Muy malo";"P286-José Antonio Kast";NA;"P288-No estoy seguro si iré a votar o no";"P289-Estoy poco interesado";"P290-No";NA;"P292-No sabe";"P293-Nada decidido";"2";NA;"$354 mil a $616 mil";NA;NA;NA;NA;NA;0,684771339
"806";1109;"202111";"2";"Hombre";"62";"Más de 50 años";"Valparaíso";"CENTRO";"Distrito electoral 7";"GSE-C2";"La dirección incorrecta";"En retroceso";"Muy mala";"Peor que hace un año";"Mucho peor que hoy";"Buena";"Mejor que hace un año";"Igual que hoy";"Desapruebo";"Desapruebo";"P10-Salud";"P10-Narcotráfico";"P10-Sueldos";"Sin Posición Política";"Ninguna";"Muy feliz";"Sí";"Opositor del gobierno";"Muy preocupado";"Alto riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Malo";"P286-Nulo/Blanco";NA;"P288-Estoy seguro de que SÍ iré a votar";"P289-Estoy poco interesado";"P290-Si";"P291-No recuerda";"P292-Gabriel Boric";"P293-Nada decidido";"2";NA;"$617 mil a $1,0 millones";NA;NA;NA;NA;NA;0,773218476
"807";1110;"202111";"2";"Mujer";"46";"41 a 50 años";"Libertador General Bernardo OHiggins";"CENTRO";"Distrito electoral 15";"GSE-E";"No estoy seguro/a";"En retroceso";"Regular";"Peor que hace un año";"No sé";"Regular";"Peor que hace un año";"No sé";"No sé";"Desapruebo";"P10-Narcotráfico";"P10-Inmigración";"P10-Inflación - alza de precios";"Sin Posición Política";"Ninguna";"Muy feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Muy preocupado";"Mediano riesgo";"Trabajando presencialmente en mi lugar de trabajo";"Mantenido igual";"Con los ingresos de dinero que tenemos actualmente en el mes";"Poca confianza";"Regular";"P286-No sabe";"P287-No sabe";"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-No";NA;"P292-Gabriel Boric";"P293-Muy decidido";"4";NA;NA;NA;"$0 a $328 mil";NA;NA;NA;1,281266702
"808";1111;"202111";"2";"Hombre";"53";"Más de 50 años";"Metropolitana de Santiago";"RM";"Distrito electoral 12";"GSE-C3";"La dirección incorrecta";"Estancado";"Regular";"Mucho mejor que hace un año";"Mucho mejor que hoy";"Regular";"Mejor que hace un año";"Mejor que hoy";"Desapruebo";"No sé";"P10-Seguridad Pública";"P10-Narcotráfico";"P10-Estabilidad Política";"Derecha";"Independiente";"Muy feliz";"Sí";"Ni partidario, ni opositor. Independiente";"Poco preocupado";"Mediano riesgo";"Cesante, no tengo trabajo";"Mejorando";"Con los ingresos de dinero que tenemos actualmente en el mes";"Nada de confianza";"Malo";"P286-José Antonio Kast";NA;"P288-Estoy muy seguro de que SÍ iré a votar";"P289-Estoy muy interesado";"P290-Si";"P291-Gabriel Boric";"P292-José Antonio Kast";"P293-Muy decidido";"2";NA;"$354 mil a $616 mil";NA;NA;NA;NA;NA;0,922463568
