"Marca.temporal";"p1.movsocial";"p1.militarcarabinero";"p1.declaragob";"p1.manifestantes";"p1.saqueos";"p1.cosena";"p1.gabinete";"p1.antiencapuchados";"p1.antisaqueos";"p1.antibarricadas";"p1.barricadas";"p1.bailapasa";"p1.huelgaparo";"p2.marchas";"p2.cacerolazos";"p2.redessociales";"p2.cabildos";"p3.pensiones";"p3.salud";"p3.educacion";"p3.trabajo";"p3.seguridad";"p3.nuevaconstitucion";"p3.justicia";"p3.ddhh";"p3.vivienda";"p3.medioambiente";"p4.renuncia";"p4.plebiscitoconstitucion";"p4.plebiscitoreformas";"p4.acuerdogobparlamentarios";"p4.acuerdogobpartidos";"p4.asambleaconstituyente";"p5";"p6";"p7.presidencia";"p7.ministerios";"p7.diputados";"p7.senadores";"p7.pjud";"p7.tc";"p7.ffaa";"p7.carabineros";"p7.pdi";"p7.municipalidades";"p7.partidos";"p7.indh";"p7.empresariado";"p7.sindicatos";"p7.juntasvecinales";"p7.universidades";"p8.tvn";"p8.canal13";"p8.mega";"p8.chv";"p8.lared";"p8.cooperativa";"p8.biobio";"p8.adn";"p8.elmercurio";"p8.latercera";"p8.lun";"p8.lacuarta";"p8.lasegunda";"p8.eldesconcierto";"p8.elmostrador";"p9.rtc";"p9.iqqtv";"p9.laestrella";"p9.ellongino";"p9.paulina";"p9.caribe";"p9.neura";"p9.lamega";"p9.municipal";"p10.noticiastv";"p10.diarios";"p10.radios";"p10.wapp";"p10.facebook";"p10.twitter";"p10.instagram";"p10.vecinos";"p10.amigos";"edad";"sexo";"educacion";"comuna";"actividad";"ingresos"
"14/11/2019 22:51:13";"De acuerdo";"De acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Nunca";"Nunca";"A veces";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"5";"1. Baja prioridad";"6";"3";"5";"5";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"De acuerdo";"Muy en desacuerdo";"No es necesaria una Nueva Constitución";"Sistema mixto";"4";"4";"3";"3";"2";"2";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";"5";"2";"2";"6";"3";"4";"5";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"2";"4";"2";"2";"2";"2";"4";"4";40;"Hombre";"Universitaria completa";"Pica";"Trabajador/a dependiente";"$3.000.000 o más"
"14/11/2019 22:55:39";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"Nunca";"Nunca";"Nunca";"Nunca";"3";"3";"3";"3";"3";"1. Baja prioridad";"3";"1. Baja prioridad";"3";"3";"En desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"No es necesaria una Nueva Constitución";"Cuenta individual";"3";"2";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"3";"3";"3";"3";"2";"1. Nada de confianza";"1. Nada de confianza";"3";"1. Nada de confianza";"2";"2";"A veces";"A veces";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"3";"3";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";41;"Mujer";"Universitaria incompleta";"Iquique";"Trabajador/a dependiente";"Entre $500.000 y $749.999"
"14/11/2019 23:10:52";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"En desacuerdo";"Nunca";"Nunca";"Nunca";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"1. Baja prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"No es necesaria una Nueva Constitución";"Sistema mixto";"1. Nada de confianza";"2";"1. Nada de confianza";"1. Nada de confianza";"3";"2";"6";"6";"6";"5";"3";"7. Mucha confianza";"4";"3";"4";"6";"A veces";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"A veces";"A veces";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"5";"6";"3";"4";"3";"4";"1. Nada de confianza";"1. Nada de confianza";"3";62;"Mujer";"Educación Técnica completa";"Iquique";"Dueña de casa";"menos de $249.999"
"14/11/2019 23:11:46";"De acuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"A veces";"Nunca";"Frecuentemente";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"3";"7. Alta prioridad";"Muy en desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy en desacuerdo";"De acuerdo";"Convención Constituyente (fórmula mixta)";"Sistema de reparto";"3";"4";"2";"2";"2";"1. Nada de confianza";"3";"5";"6";"4";"2";"4";"5";"2";"6";"2";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Frecuentemente";"Frecuentemente";"Nunca";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"A veces";"Frecuentemente";"A veces";"Frecuentemente";"Nunca";"Nunca";"Frecuentemente";"A veces";"5";"5";"6";"2";"2";"4";"2";"4";"4";50;"Hombre";"Postgrado";"Iquique";"Trabajador/a independiente";"Entre $1.500.000 y $2.999.999"
"14/11/2019 23:29:12";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Siempre";"Frecuentemente";"Siempre";"Siempre";"7. Alta prioridad";"6";"6";"5";"2";"7. Alta prioridad";"3";"6";"4";"7. Alta prioridad";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema mixto";"1. Nada de confianza";"2";"3";"3";"3";"2";"2";"1. Nada de confianza";"3";"5";"2";"6";"5";"5";"6";"6";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"Siempre";"A veces";"Frecuentemente";"Siempre";"Nunca";"Nunca";"A veces";"Siempre";"Siempre";"A veces";"A veces";"Frecuentemente";"A veces";"A veces";"Nunca";"A veces";"A veces";"A veces";"3";"4";"6";"5";"5";"5";"4";"6";"7. Mucha confianza";32;"Hombre";"Postgrado";"Iquique";"Trabajador/a dependiente";"Entre $1.000.000 y $1.249.999"
"14/11/2019 23:53:00";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Siempre";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"1. Nada de confianza";"7. Mucha confianza";"1. Nada de confianza";"7. Mucha confianza";"7. Mucha confianza";"5";"A veces";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Siempre";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"2";"3";"3";"3";"3";23;"Mujer";"Universitaria incompleta";"Iquique";"Estudiante";"Entre $1.000.000 y $1.249.999"
"15/11/2019 7:59:57";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"De acuerdo";"A veces";"A veces";"Frecuentemente";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"1. Nada de confianza";"1. Nada de confianza";"2";"3";"1. Nada de confianza";"3";"3";"6";"6";"6";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"Nunca";"A veces";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"A veces";"A veces";"2";"3";"6";"5";"5";"5";"5";"6";"6";42;"Mujer";"Postgrado";"Iquique";"Trabajador/a dependiente";"Entre $1.500.000 y $2.999.999"
"15/11/2019 11:21:50";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Nunca";"Nunca";"Frecuentemente";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"5";"5";"5";"5";"6";"6";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Asamblea Constituyente";"Cuenta individual";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"6";"4";"3";"4";"1. Nada de confianza";"4";"5";"6";"Siempre";"A veces";"Siempre";"A veces";"A veces";"Nunca";"Frecuentemente";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"A veces";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"2";"4";"1. Nada de confianza";"7. Mucha confianza";"7. Mucha confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";30;"Mujer";"Postgrado";"Iquique";"Trabajador/a dependiente";"Entre $500.000 y $749.999"
"15/11/2019 11:56:18";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"En desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"Muy de acuerdo";"A veces";"A veces";"Frecuentemente";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"6";"7. Alta prioridad";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"Convención Constituyente (fórmula mixta)";"Sistema mixto";"4";"4";"2";"2";"2";"2";"2";"1. Nada de confianza";"2";"3";"2";"6";"5";"6";"7. Mucha confianza";"6";"Frecuentemente";"Nunca";"Nunca";"Siempre";"Nunca";"A veces";"A veces";"A veces";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"4";"5";"5";"4";"6";"5";"6";"6";"6";18;"Hombre";"Enseñanza media completa";"Iquique";"Estudiante";"Entre $1.000.000 y $1.249.999"
"15/11/2019 12:36:08";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Siempre";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"3";"7. Alta prioridad";"3";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Cuenta individual";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"5";"2";"2";"1. Nada de confianza";"2";"A veces";"A veces";"A veces";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Siempre";"Frecuentemente";"Frecuentemente";"A veces";"Nunca";"A veces";"Nunca";"Frecuentemente";"Nunca";"Nunca";"2";"2";"5";"1. Nada de confianza";"3";"6";"2";"1. Nada de confianza";"5";30;"Hombre";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $500.000 y $749.999"
"15/11/2019 12:57:57";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"A veces";"A veces";"Siempre";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"5";"6";"6";"6";"5";"5";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Convención Constituyente (fórmula mixta)";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"3";"1. Nada de confianza";"1. Nada de confianza";"5";"1. Nada de confianza";"4";"4";"4";"Frecuentemente";"Nunca";"Nunca";"Frecuentemente";"Nunca";"A veces";"A veces";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"3";"6";"4";"4";"6";"4";"5";"5";29;"Mujer";"Enseñanza media completa";"Iquique";"Trabajador/a independiente";"Entre $250.000 y $499.999"
"15/11/2019 16:57:48";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Siempre";"A veces";"Siempre";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"De acuerdo";"En desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"3";"3";"3";"3";"5";"3";"2";"2";"2";"3";"3";"4";"3";"3";"3";"3";"Frecuentemente";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"A veces";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"Siempre";"Siempre";"Frecuentemente";"Frecuentemente";"Siempre";"Nunca";"A veces";"Frecuentemente";"Frecuentemente";"3";"3";"5";"5";"5";"5";"5";"4";"4";33;"Mujer";"Postgrado";"Iquique";"Trabajador/a dependiente";"Entre $750.000 y $999.999"
"15/11/2019 16:58:10";"Muy de acuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"Muy de acuerdo";"A veces";"A veces";"Frecuentemente";"A veces";"7. Alta prioridad";"7. Alta prioridad";"6";"6";"5";"7. Alta prioridad";"5";"5";"6";"5";"En desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"4";"4";"4";"4";"4";"2";"3";"3";"4";"5";"3";"6";"4";"5";"5";"6";"A veces";"A veces";"A veces";"A veces";"Nunca";"A veces";"Siempre";"Frecuentemente";"Frecuentemente";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"Siempre";"A veces";"Frecuentemente";"Frecuentemente";"Nunca";"Siempre";"A veces";"A veces";"Nunca";"Nunca";"4";"4";"7. Mucha confianza";"4";"5";"7. Mucha confianza";"5";"4";"6";40;"Hombre";"Universitaria incompleta";"Iquique";"Trabajador/a independiente";"Entre $1.250.000 y $1.499.999"
"15/11/2019 16:59:47";"Muy de acuerdo";"De acuerdo";"En desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Frecuentemente";"A veces";"Siempre";"Siempre";"7. Alta prioridad";"7. Alta prioridad";"5";"6";"5";"5";"6";"6";"7. Alta prioridad";"7. Alta prioridad";"De acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Convención Constituyente (fórmula mixta)";"Sistema mixto";"4";"5";"2";"2";"2";"3";"5";"4";"5";"5";"1. Nada de confianza";"3";"3";"2";"6";"3";"Frecuentemente";"Nunca";"Nunca";"A veces";"A veces";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"A veces";"Frecuentemente";"A veces";"Siempre";"Nunca";"Nunca";"Nunca";"Nunca";"3";"3";"6";"3";"3";"3";"3";"3";"3";29;"Hombre";"Universitaria incompleta";"Iquique";"Trabajador/a dependiente";"Entre $1.250.000 y $1.499.999"
"15/11/2019 17:01:39";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"A veces";"Nunca";"Nunca";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"5";"7. Alta prioridad";"5";"6";"5";"En desacuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"Convención Constituyente (fórmula mixta)";"Sistema mixto";"3";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"4";"2";"3";"6";"6";"4";"1. Nada de confianza";"4";"2";"2";"2";"2";"A veces";"Siempre";"Frecuentemente";"A veces";"Nunca";"Frecuentemente";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"A veces";"Nunca";"Nunca";"A veces";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"3";"3";"4";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";34;"Hombre";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $750.000 y $999.999"
"15/11/2019 17:02:22";"Muy de acuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"Muy en desacuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"De acuerdo";"En desacuerdo";"De acuerdo";"A veces";"Frecuentemente";"Frecuentemente";"A veces";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"En desacuerdo";"Muy de acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"De acuerdo";"Convención Constituyente (fórmula mixta)";"Sistema mixto";"2";"2";"2";"2";"2";"2";"2";"2";"3";"3";"2";"4";"3";"2";"4";"4";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"Frecuentemente";"A veces";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Frecuentemente";"Siempre";"Frecuentemente";"Frecuentemente";"A veces";"A veces";"A veces";"Nunca";"3";"5";"5";"5";"5";"1. Nada de confianza";"1. Nada de confianza";"4";"6";39;"Hombre";"Postgrado";"Iquique";"Trabajador/a dependiente";"Entre $250.000 y $499.999"
"15/11/2019 17:02:24";"De acuerdo";"En desacuerdo";"En desacuerdo";"En desacuerdo";"Muy en desacuerdo";"En desacuerdo";"En desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"A veces";"A veces";"A veces";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"4";"7. Alta prioridad";"1. Baja prioridad";"5";"5";"5";"7. Alta prioridad";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"No es necesaria una Nueva Constitución";"Sistema de reparto";"4";"4";"1. Nada de confianza";"1. Nada de confianza";"7. Mucha confianza";"7. Mucha confianza";"6";"6";"6";"2";"1. Nada de confianza";"1. Nada de confianza";"4";"2";"4";"2";"A veces";"A veces";"A veces";"A veces";"A veces";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"Siempre";"A veces";"A veces";"A veces";"A veces";"Frecuentemente";"Frecuentemente";"Siempre";"A veces";"A veces";"A veces";"A veces";"4";"4";"4";"1. Nada de confianza";"1. Nada de confianza";"4";"4";"2";"4";35;"Mujer";"Postgrado";"Iquique";"Trabajador/a independiente";"Entre $750.000 y $999.999"
"15/11/2019 17:03:11";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"De acuerdo";"Muy en desacuerdo";"De acuerdo";"Muy de acuerdo";"A veces";"A veces";"Siempre";"Nunca";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"1. Nada de confianza";"2";"2";"1. Nada de confianza";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"Nunca";"A veces";"A veces";"A veces";"A veces";"Frecuentemente";"Nunca";"Nunca";"Nunca";"Nunca";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"5";"5";"5";"5";"5";"5";40;"Hombre";"Enseñanza media completa";"Pica";"Trabajador/a dependiente";"menos de $249.999"
"15/11/2019 17:03:14";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Muy de acuerdo";"Muy de acuerdo";"Frecuentemente";"Frecuentemente";"Siempre";"Frecuentemente";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"1. Baja prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"7. Alta prioridad";"1. Baja prioridad";"Muy de acuerdo";"Muy de acuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy en desacuerdo";"Muy de acuerdo";"Asamblea Constituyente";"Sistema de reparto";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"7. Mucha confianza";"7. Mucha confianza";"7. Mucha confianza";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"A veces";"Frecuentemente";"Nunca";"Frecuentemente";"A veces";"Siempre";"Nunca";"Siempre";"Nunca";"Siempre";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"1. Nada de confianza";"2";"2";"2";"3";"3";30;"Hombre";"Universitaria completa";"Iquique";"Trabajador/a dependiente";"Entre $1.500.000 y $2.999.999"
